2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
1,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
1,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
2,4,5
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
3,10,3
3,10,3
4,10,3
3,10,3
4,10,3
4,10,3
4,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
3,10,3
3,10,3
3,10,3
4,10,3
4,10,3
4,10,3
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
5,8,2
